countyname_fips,state,fipscounty,fy2023cbsa,fy2023cbsaname,ssa_code,state_name,countyname_rate
MONTGOMERY,KY,21173,,,18860,KENTUCKY,MONTGOMERY
MORGAN,KY,21175,,,18861,KENTUCKY,MORGAN
MUHLENBERG,KY,21177,,,18880,KENTUCKY,MUHLENBERG
NELSON,KY,21179,,,18890,KENTUCKY,NELSON
NICHOLAS,KY,21181,,,18900,KENTUCKY,NICHOLAS
OHIO,KY,21183,,,18910,KENTUCKY,OHIO
OLDHAM,KY,21185,31140.0,"Louisville/Jefferson County, KY-IN",18920,KENTUCKY,OLDHAM
OWEN,KY,21187,,,18930,KENTUCKY,OWEN
OWSLEY,KY,21189,,,18931,KENTUCKY,OWSLEY
PENDLETON,KY,21191,17140.0,"Cincinnati, OH-KY-IN",18932,KENTUCKY,PENDLETON
PERRY,KY,21193,,,18960,KENTUCKY,PERRY
PIKE,KY,21195,,,18970,KENTUCKY,PIKE
POWELL,KY,21197,,,18971,KENTUCKY,POWELL
PULASKI,KY,21199,,,18972,KENTUCKY,PULASKI
ROBERTSON,KY,21201,,,18973,KENTUCKY,ROBERTSON
ROCKCASTLE,KY,21203,,,18974,KENTUCKY,ROCKCASTLE
ROWAN,KY,21205,,,18975,KENTUCKY,ROWAN
RUSSELL,KY,21207,,,18976,KENTUCKY,RUSSELL
SCOTT,KY,21209,30460.0,"Lexington-Fayette, KY",18977,KENTUCKY,SCOTT
SHELBY,KY,21211,31140.0,"Louisville/Jefferson County, KY-IN",18978,KENTUCKY,SHELBY
SIMPSON,KY,21213,,,18979,KENTUCKY,SIMPSON
SPENCER,KY,21215,31140.0,"Louisville/Jefferson County, KY-IN",18980,KENTUCKY,SPENCER
TAYLOR,KY,21217,,,18981,KENTUCKY,TAYLOR
TODD,KY,21219,,,18982,KENTUCKY,TODD
TRIGG,KY,21221,17300.0,"Clarksville, TN-KY",18983,KENTUCKY,TRIGG
TRIMBLE,KY,21223,,,18984,KENTUCKY,TRIMBLE
UNION,KY,21225,,,18985,KENTUCKY,UNION
WARREN,KY,21227,14540.0,"Bowling Green, KY",18986,KENTUCKY,WARREN
WASHINGTON,KY,21229,,,18987,KENTUCKY,WASHINGTON
WAYNE,KY,21231,,,18988,KENTUCKY,WAYNE
WEBSTER,KY,21233,,,18989,KENTUCKY,WEBSTER
WHITLEY,KY,21235,,,18990,KENTUCKY,WHITLEY
WOLFE,KY,21237,,,18991,KENTUCKY,WOLFE
WOODFORD,KY,21239,30460.0,"Lexington-Fayette, KY",18992,KENTUCKY,WOODFORD
STATEWIDE,KY,21990,,,,,
ACADIA,LA,22001,29180.0,"Lafayette, LA",19000,LOUISIANA,ACADIA
ALLEN,LA,22003,,,19010,LOUISIANA,ALLEN
ASCENSION,LA,22005,12940.0,"Baton Rouge, LA",19020,LOUISIANA,ASCENSION
ASSUMPTION,LA,22007,12940.0,"Baton Rouge, LA",19030,LOUISIANA,ASSUMPTION
AVOYELLES,LA,22009,,,19040,LOUISIANA,AVOYELLES
BEAUREGARD,LA,22011,,,19050,LOUISIANA,BEAUREGARD
BIENVILLE,LA,22013,,,19060,LOUISIANA,BIENVILLE
BOSSIER,LA,22015,43340.0,"Shreveport-Bossier City, LA",19070,LOUISIANA,BOSSIER
CADDO,LA,22017,43340.0,"Shreveport-Bossier City, LA",19080,LOUISIANA,CADDO
CALCASIEU,LA,22019,29340.0,"Lake Charles, LA",19090,LOUISIANA,CALCASIEU
CALDWELL,LA,22021,,,19100,LOUISIANA,CALDWELL
CAMERON,LA,22023,29340.0,"Lake Charles, LA",19110,LOUISIANA,CAMERON
CATAHOULA,LA,22025,,,19120,LOUISIANA,CATAHOULA
CLAIBORNE,LA,22027,,,19130,LOUISIANA,CLAIBORNE
CONCORDIA,LA,22029,,,19140,LOUISIANA,CONCORDIA
DE SOTO,LA,22031,43340.0,"Shreveport-Bossier City, LA",19150,LOUISIANA,DE SOTO
E. BATON ROUGE,LA,22033,12940.0,"Baton Rouge, LA",19160,LOUISIANA,EAST BATON ROUGE
EAST CARROLL,LA,22035,,,19170,LOUISIANA,EAST CARROLL
EAST FELICIANA,LA,22037,12940.0,"Baton Rouge, LA",19180,LOUISIANA,EAST FELICIANA
EVANGELINE,LA,22039,,,19190,LOUISIANA,EVANGELINE
FRANKLIN,LA,22041,,,19200,LOUISIANA,FRANKLIN
GRANT,LA,22043,10780.0,"Alexandria, LA",19210,LOUISIANA,GRANT
IBERIA,LA,22045,29180.0,"Lafayette, LA",19220,LOUISIANA,IBERIA
IBERVILLE,LA,22047,12940.0,"Baton Rouge, LA",19230,LOUISIANA,IBERVILLE
JACKSON,LA,22049,,,19240,LOUISIANA,JACKSON
JEFFERSON,LA,22051,35380.0,"New Orleans-Metairie, LA",19250,LOUISIANA,JEFFERSON
JEFFERSON,LA,22051,35380.0,"New Orleans-Metairie, LA",19260,LOUISIANA,JEFFERSON DAVIS
JEFFRSON DAVIS,LA,22053,,,,,
LAFAYETTE,LA,22055,29180.0,"Lafayette, LA",19270,LOUISIANA,LAFAYETTE
LAFOURCHE,LA,22057,26380.0,"Houma-Thibodaux, LA",19280,LOUISIANA,LAFOURCHE
LASALLE,LA,22059,,,19290,LOUISIANA,LA SALLE (LASALLE)
LINCOLN,LA,22061,,,19300,LOUISIANA,LINCOLN
LIVINGSTON,LA,22063,12940.0,"Baton Rouge, LA",19310,LOUISIANA,LIVINGSTON
MADISON,LA,22065,,,19320,LOUISIANA,MADISON
MOREHOUSE,LA,22067,33740.0,"Monroe, LA",19330,LOUISIANA,MOREHOUSE
NATCHITOCHES,LA,22069,,,19340,LOUISIANA,NATCHITOCHES
ORLEANS,LA,22071,35380.0,"New Orleans-Metairie, LA",19350,LOUISIANA,ORLEANS
OUACHITA,LA,22073,33740.0,"Monroe, LA",19360,LOUISIANA,OUACHITA
PLAQUEMINES,LA,22075,35380.0,"New Orleans-Metairie, LA",19370,LOUISIANA,PLAQUEMINES
POINTE COUPEE,LA,22077,12940.0,"Baton Rouge, LA",19380,LOUISIANA,POINTE COUPEE
RAPIDES,LA,22079,10780.0,"Alexandria, LA",19390,LOUISIANA,RAPIDES
RED RIVER,LA,22081,,,19400,LOUISIANA,RED RIVER
RICHLAND,LA,22083,,,19410,LOUISIANA,RICHLAND
SABINE,LA,22085,,,19420,LOUISIANA,SABINE
ST. BERNARD,LA,22087,35380.0,"New Orleans-Metairie, LA",19430,LOUISIANA,ST. BERNARD
ST. CHARLES,LA,22089,35380.0,"New Orleans-Metairie, LA",19440,LOUISIANA,ST. CHARLES
ST. HELENA,LA,22091,12940.0,"Baton Rouge, LA",19450,LOUISIANA,ST. HELENA
ST. JAMES,LA,22093,35380.0,"New Orleans-Metairie, LA",19460,LOUISIANA,ST. JAMES
ST. JOHN BAPTIST,LA,22095,35380.0,"New Orleans-Metairie, LA",19470,LOUISIANA,ST. JOHN THE BAPTIST
ST. LANDRY,LA,22097,,,19480,LOUISIANA,ST. LANDRY
ST. MARTIN,LA,22099,29180.0,"Lafayette, LA",19490,LOUISIANA,ST. MARTIN
ST. MARY,LA,22101,,,19500,LOUISIANA,ST. MARY
ST. TAMMANY,LA,22103,35380.0,"New Orleans-Metairie, LA",19510,LOUISIANA,ST. TAMMANY
TANGIPAHOA,LA,22105,25220.0,"Hammond, LA",19520,LOUISIANA,TANGIPAHOA
TENSAS,LA,22107,,,19530,LOUISIANA,TENSAS
TERREBONNE,LA,22109,26380.0,"Houma-Thibodaux, LA",19540,LOUISIANA,TERREBONNE
UNION,LA,22111,33740.0,"Monroe, LA",19550,LOUISIANA,UNION
VERMILION,LA,22113,29180.0,"Lafayette, LA",19560,LOUISIANA,VERMILION
VERNON,LA,22115,,,19570,LOUISIANA,VERNON
WASHINGTON,LA,22117,,,19580,LOUISIANA,WASHINGTON
WEBSTER,LA,22119,,,19590,LOUISIANA,WEBSTER
W. BATON ROUGE,LA,22121,12940.0,"Baton Rouge, LA",19600,LOUISIANA,WEST BATON ROUGE
WEST CARROLL,LA,22123,,,19610,LOUISIANA,WEST CARROLL
WEST FELICIANA,LA,22125,12940.0,"Baton Rouge, LA",19620,LOUISIANA,WEST FELICIANA
WINN,LA,22127,,,19630,LOUISIANA,WINN
STATEWIDE,LA,22990,,,,,
ANDROSCOGGIN,ME,23001,30340.0,"Lewiston-Auburn, ME",20000,MAINE,ANDROSCOGGIN
AROOSTOOK,ME,23003,,,20010,MAINE,AROOSTOOK
CUMBERLAND,ME,23005,38860.0,"Portland-South Portland, ME",20020,MAINE,CUMBERLAND
FRANKLIN,ME,23007,,,20030,MAINE,FRANKLIN
HANCOCK,ME,23009,,,20040,MAINE,HANCOCK
KENNEBEC,ME,23011,,,20050,MAINE,KENNEBEC
KNOX,ME,23013,,,20060,MAINE,KNOX
LINCOLN,ME,23015,,,20070,MAINE,LINCOLN
OXFORD,ME,23017,,,20080,MAINE,OXFORD
PENOBSCOT,ME,23019,12620.0,"Bangor, ME",20090,MAINE,PENOBSCOT
PISCATAQUIS,ME,23021,,,20100,MAINE,PISCATAQUIS
SAGADAHOC,ME,23023,38860.0,"Portland-South Portland, ME",20110,MAINE,SAGADAHOC
SOMERSET,ME,23025,,,20120,MAINE,SOMERSET
WALDO,ME,23027,,,20130,MAINE,WALDO
WASHINGTON,ME,23029,,,20140,MAINE,WASHINGTON
YORK,ME,23031,38860.0,"Portland-South Portland, ME",20150,MAINE,YORK
STATEWIDE,ME,23990,,,,,
ALLEGANY,MD,24001,19060.0,"Cumberland, MD-WV",21000,MARYLAND,ALLEGANY
ANNE ARUNDEL,MD,24003,12580.0,"Baltimore-Columbia-Towson, MD",21010,MARYLAND,ANNE ARUNDEL
BALTIMORE,MD,24005,12580.0,"Baltimore-Columbia-Towson, MD",21020,MARYLAND,BALTIMORE
BALTIMORE,MD,24005,12580.0,"Baltimore-Columbia-Towson, MD",21030,MARYLAND,BALTIMORE CITY
BALTIMORE CITY,MD,24510,12580.0,"Baltimore-Columbia-Towson, MD",21020,MARYLAND,BALTIMORE
BALTIMORE CITY,MD,24510,12580.0,"Baltimore-Columbia-Towson, MD",21030,MARYLAND,BALTIMORE CITY
CALVERT,MD,24009,47894.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21040,MARYLAND,CALVERT
CAROLINE,MD,24011,,,21050,MARYLAND,CAROLINE
CARROLL,MD,24013,12580.0,"Baltimore-Columbia-Towson, MD",21060,MARYLAND,CARROLL
CECIL,MD,24015,48864.0,"Wilmington, DE-MD-NJ",21070,MARYLAND,CECIL
CHARLES,MD,24017,47894.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21080,MARYLAND,CHARLES
DORCHESTER,MD,24019,,,21090,MARYLAND,DORCHESTER
FREDERICK,MD,24021,23224.0,"Frederick-Gaithersburg-Rockville, MD",21100,MARYLAND,FREDERICK
GARRETT,MD,24023,,,21110,MARYLAND,GARRETT
HARFORD,MD,24025,12580.0,"Baltimore-Columbia-Towson, MD",21120,MARYLAND,HARFORD
HOWARD,MD,24027,12580.0,"Baltimore-Columbia-Towson, MD",21130,MARYLAND,HOWARD
KENT,MD,24029,,,21140,MARYLAND,KENT
MONTGOMERY,MD,24031,23224.0,"Frederick-Gaithersburg-Rockville, MD",21150,MARYLAND,MONTGOMERY
PRINCE GEORGES,MD,24033,47894.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21160,MARYLAND,PRINCE GEORGE'S
QUEEN ANNES,MD,24035,12580.0,"Baltimore-Columbia-Towson, MD",21170,MARYLAND,QUEEN ANNE'S
ST. MARYS,MD,24037,15680.0,"California-Lexington Park, MD",21180,MARYLAND,ST. MARY'S
SOMERSET,MD,24039,41540.0,"Salisbury, MD-DE",21190,MARYLAND,SOMERSET
TALBOT,MD,24041,,,21200,MARYLAND,TALBOT
WASHINGTON,MD,24043,25180.0,"Hagerstown-Martinsburg, MD-WV",21210,MARYLAND,WASHINGTON
WICOMICO,MD,24045,41540.0,"Salisbury, MD-DE",21220,MARYLAND,WICOMICO
WORCESTER,MD,24047,41540.0,"Salisbury, MD-DE",21230,MARYLAND,WORCESTER
STATEWIDE,MD,24990,,,,,
BARNSTABLE,MA,25001,12700.0,"Barnstable Town, MA",22000,MASSACHUSETTS,BARNSTABLE
BERKSHIRE,MA,25003,38340.0,"Pittsfield, MA",22010,MASSACHUSETTS,BERKSHIRE
BRISTOL,MA,25005,39300.0,"Providence-Warwick, RI-MA",22020,MASSACHUSETTS,BRISTOL
DUKES,MA,25007,,,22030,MASSACHUSETTS,DUKES
ESSEX,MA,25009,15764.0,"Cambridge-Newton-Framingham, MA",22040,MASSACHUSETTS,ESSEX
FRANKLIN,MA,25011,44140.0,"Springfield, MA",22060,MASSACHUSETTS,FRANKLIN
HAMPDEN,MA,25013,44140.0,"Springfield, MA",22070,MASSACHUSETTS,HAMPDEN
HAMPSHIRE,MA,25015,44140.0,"Springfield, MA",22080,MASSACHUSETTS,HAMPSHIRE
MIDDLESEX,MA,25017,15764.0,"Cambridge-Newton-Framingham, MA",22090,MASSACHUSETTS,MIDDLESEX
NANTUCKET,MA,25019,,,22120,MASSACHUSETTS,NANTUCKET
NORFOLK,MA,25021,14454.0,"Boston, MA",22130,MASSACHUSETTS,NORFOLK
PLYMOUTH,MA,25023,14454.0,"Boston, MA",22150,MASSACHUSETTS,PLYMOUTH
SUFFOLK,MA,25025,14454.0,"Boston, MA",22160,MASSACHUSETTS,SUFFOLK
WORCESTER,MA,25027,49340.0,"Worcester, MA-CT",22170,MASSACHUSETTS,WORCESTER
STATEWIDE,MA,25990,,,,,
ALCONA,MI,26001,,,23000,MICHIGAN,ALCONA
ALGER,MI,26003,,,23010,MICHIGAN,ALGER
ALLEGAN,MI,26005,,,23020,MICHIGAN,ALLEGAN
ALPENA,MI,26007,,,23030,MICHIGAN,ALPENA
ANTRIM,MI,26009,,,23040,MICHIGAN,ANTRIM
ARENAC,MI,26011,,,23050,MICHIGAN,ARENAC
BARAGA,MI,26013,,,23060,MICHIGAN,BARAGA
BARRY,MI,26015,,,23070,MICHIGAN,BARRY
BAY,MI,26017,13020.0,"Bay City, MI",23080,MICHIGAN,BAY
BENZIE,MI,26019,,,23090,MICHIGAN,BENZIE
BERRIEN,MI,26021,35660.0,"Niles, MI",23100,MICHIGAN,BERRIEN
BRANCH,MI,26023,,,23110,MICHIGAN,BRANCH
CALHOUN,MI,26025,12980.0,"Battle Creek, MI",23120,MICHIGAN,CALHOUN
CASS,MI,26027,43780.0,"South Bend-Mishawaka, IN-MI",23130,MICHIGAN,CASS
CHARLEVOIX,MI,26029,,,23140,MICHIGAN,CHARLEVOIX
CHEBOYGAN,MI,26031,,,23150,MICHIGAN,CHEBOYGAN
CHIPPEWA,MI,26033,,,23160,MICHIGAN,CHIPPEWA
CLARE,MI,26035,,,23170,MICHIGAN,CLARE
CLINTON,MI,26037,29620.0,"Lansing-East Lansing, MI",23180,MICHIGAN,CLINTON
CRAWFORD,MI,26039,,,23190,MICHIGAN,CRAWFORD
DELTA,MI,26041,,,23200,MICHIGAN,DELTA
DICKINSON,MI,26043,,,23210,MICHIGAN,DICKINSON
EATON,MI,26045,29620.0,"Lansing-East Lansing, MI",23220,MICHIGAN,EATON
EMMET,MI,26047,,,23230,MICHIGAN,EMMET
GENESEE,MI,26049,22420.0,"Flint, MI",23240,MICHIGAN,GENESEE
GLADWIN,MI,26051,,,23250,MICHIGAN,GLADWIN
GOGEBIC,MI,26053,,,23260,MICHIGAN,GOGEBIC
GRAND TRAVERSE,MI,26055,,,23270,MICHIGAN,GRAND TRAVERSE
GRATIOT,MI,26057,,,23280,MICHIGAN,GRATIOT
HILLSDALE,MI,26059,,,23290,MICHIGAN,HILLSDALE
HOUGHTON,MI,26061,,,23300,MICHIGAN,HOUGHTON
HURON,MI,26063,,,23310,MICHIGAN,HURON
INGHAM,MI,26065,29620.0,"Lansing-East Lansing, MI",23320,MICHIGAN,INGHAM
IONIA,MI,26067,24340.0,"Grand Rapids-Kentwood, MI",23330,MICHIGAN,IONIA
IOSCO,MI,26069,,,23340,MICHIGAN,IOSCO
IRON,MI,26071,,,23350,MICHIGAN,IRON
ISABELLA,MI,26073,,,23360,MICHIGAN,ISABELLA
JACKSON,MI,26075,27100.0,"Jackson, MI",23370,MICHIGAN,JACKSON
KALAMAZOO,MI,26077,28020.0,"Kalamazoo-Portage, MI",23380,MICHIGAN,KALAMAZOO
KALKASKA,MI,26079,,,23390,MICHIGAN,KALKASKA
KENT,MI,26081,24340.0,"Grand Rapids-Kentwood, MI",23400,MICHIGAN,KENT
KEWEENAW,MI,26083,,,23410,MICHIGAN,KEWEENAW
LAKE,MI,26085,,,23420,MICHIGAN,LAKE
LAPEER,MI,26087,47664.0,"Warren-Troy-Farmington Hills, MI",23430,MICHIGAN,LAPEER
LEELANAU,MI,26089,,,23440,MICHIGAN,LEELANAU
LENAWEE,MI,26091,,,23450,MICHIGAN,LENAWEE
LIVINGSTON,MI,26093,47664.0,"Warren-Troy-Farmington Hills, MI",23460,MICHIGAN,LIVINGSTON
LUCE,MI,26095,,,23470,MICHIGAN,LUCE
MACKINAC,MI,26097,,,23480,MICHIGAN,MACKINAC
MACOMB,MI,26099,47664.0,"Warren-Troy-Farmington Hills, MI",23490,MICHIGAN,MACOMB
MANISTEE,MI,26101,,,23500,MICHIGAN,MANISTEE
MARQUETTE,MI,26103,,,23510,MICHIGAN,MARQUETTE
MASON,MI,26105,,,23520,MICHIGAN,MASON
MECOSTA,MI,26107,,,23530,MICHIGAN,MECOSTA
MENOMINEE,MI,26109,,,23540,MICHIGAN,MENOMINEE
MIDLAND,MI,26111,33220.0,"Midland, MI",23550,MICHIGAN,MIDLAND
MISSAUKEE,MI,26113,,,23560,MICHIGAN,MISSAUKEE
MONROE,MI,26115,33780.0,"Monroe, MI",23570,MICHIGAN,MONROE
MONTCALM,MI,26117,24340.0,"Grand Rapids-Kentwood, MI",23580,MICHIGAN,MONTCALM
MONTMORENCY,MI,26119,,,23590,MICHIGAN,MONTMORENCY
MUSKEGON,MI,26121,34740.0,"Muskegon, MI",23600,MICHIGAN,MUSKEGON
NEWAYGO,MI,26123,,,23610,MICHIGAN,NEWAYGO
OAKLAND,MI,26125,47664.0,"Warren-Troy-Farmington Hills, MI",23620,MICHIGAN,OAKLAND
OCEANA,MI,26127,,,23630,MICHIGAN,OCEANA
OGEMAW,MI,26129,,,23640,MICHIGAN,OGEMAW
ONTONAGON,MI,26131,,,23650,MICHIGAN,ONTONAGON
OSCEOLA,MI,26133,,,23660,MICHIGAN,OSCEOLA
OSCODA,MI,26135,,,23670,MICHIGAN,OSCODA
OTSEGO,MI,26137,,,23680,MICHIGAN,OTSEGO
OTTAWA,MI,26139,24340.0,"Grand Rapids-Kentwood, MI",23690,MICHIGAN,OTTAWA
PRESQUE ISLE,MI,26141,,,23700,MICHIGAN,PRESQUE ISLE
ROSCOMMON,MI,26143,,,23710,MICHIGAN,ROSCOMMON
SAGINAW,MI,26145,40980.0,"Saginaw, MI",23720,MICHIGAN,SAGINAW
ST. CLAIR,MI,26147,47664.0,"Warren-Troy-Farmington Hills, MI",23730,MICHIGAN,ST. CLAIR
ST. JOSEPH,MI,26149,,,23740,MICHIGAN,ST. JOSEPH
SANILAC,MI,26151,,,23750,MICHIGAN,SANILAC
SCHOOLCRAFT,MI,26153,,,23760,MICHIGAN,SCHOOLCRAFT
SHIAWASSEE,MI,26155,29620.0,"Lansing-East Lansing, MI",23770,MICHIGAN,SHIAWASSEE
TUSCOLA,MI,26157,,,23780,MICHIGAN,TUSCOLA
VAN BUREN,MI,26159,,,23790,MICHIGAN,VAN BUREN
WASHTENAW,MI,26161,11460.0,"Ann Arbor, MI",23800,MICHIGAN,WASHTENAW
WAYNE,MI,26163,19804.0,"Detroit-Dearborn-Livonia, MI",23810,MICHIGAN,WAYNE
WEXFORD,MI,26165,,,23830,MICHIGAN,WEXFORD
STATEWIDE,MI,26990,,,,,
AITKIN,MN,27001,,,24000,MINNESOTA,AITKIN
ANOKA,MN,27003,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",24010,MINNESOTA,ANOKA
BECKER,MN,27005,,,24020,MINNESOTA,BECKER
BELTRAMI,MN,27007,,,24030,MINNESOTA,BELTRAMI
BENTON,MN,27009,41060.0,"St. Cloud, MN",24040,MINNESOTA,BENTON
BIG STONE,MN,27011,,,24050,MINNESOTA,BIG STONE
BLUE EARTH,MN,27013,31860.0,"Mankato, MN",24060,MINNESOTA,BLUE EARTH
BROWN,MN,27015,,,24070,MINNESOTA,BROWN
CARLTON,MN,27017,20260.0,"Duluth, MN-WI",24080,MINNESOTA,CARLTON
CARVER,MN,27019,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",24090,MINNESOTA,CARVER
CASS,MN,27021,,,24100,MINNESOTA,CASS
CHIPPEWA,MN,27023,,,24110,MINNESOTA,CHIPPEWA
CHISAGO,MN,27025,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",24120,MINNESOTA,CHISAGO
CLAY,MN,27027,22020.0,"Fargo, ND-MN",24130,MINNESOTA,CLAY
CLEARWATER,MN,27029,,,24140,MINNESOTA,CLEARWATER
COOK,MN,27031,,,24150,MINNESOTA,COOK
COTTONWOOD,MN,27033,,,24160,MINNESOTA,COTTONWOOD
CROW WING,MN,27035,,,24170,MINNESOTA,CROW WING
DAKOTA,MN,27037,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",24180,MINNESOTA,DAKOTA
DODGE,MN,27039,40340.0,"Rochester, MN",24190,MINNESOTA,DODGE
DOUGLAS,MN,27041,,,24200,MINNESOTA,DOUGLAS
FARIBAULT,MN,27043,,,24210,MINNESOTA,FARIBAULT
FILLMORE,MN,27045,40340.0,"Rochester, MN",24220,MINNESOTA,FILLMORE
FREEBORN,MN,27047,,,24230,MINNESOTA,FREEBORN
GOODHUE,MN,27049,,,24240,MINNESOTA,GOODHUE
GRANT,MN,27051,,,24250,MINNESOTA,GRANT
HENNEPIN,MN,27053,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",24260,MINNESOTA,HENNEPIN
HOUSTON,MN,27055,29100.0,"La Crosse-Onalaska, WI-MN",24270,MINNESOTA,HOUSTON
HUBBARD,MN,27057,,,24280,MINNESOTA,HUBBARD
ISANTI,MN,27059,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",24290,MINNESOTA,ISANTI
ITASCA,MN,27061,,,24300,MINNESOTA,ITASCA
JACKSON,MN,27063,,,24310,MINNESOTA,JACKSON
KANABEC,MN,27065,,,24320,MINNESOTA,KANABEC
KANDIYOHI,MN,27067,,,24330,MINNESOTA,KANDIYOHI
KITTSON,MN,27069,,,24340,MINNESOTA,KITTSON
KOOCHICHING,MN,27071,,,24350,MINNESOTA,KOOCHICHING
LAC QUI PARLE,MN,27073,,,24360,MINNESOTA,LAC QUI PARLE
LAKE,MN,27075,20260.0,"Duluth, MN-WI",24370,MINNESOTA,LAKE
LAKE OF  WOODS,MN,27077,,,24380,MINNESOTA,LAKE OF THE WOODS
LE SUEUR,MN,27079,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",24390,MINNESOTA,LE SUEUR
LINCOLN,MN,27081,,,24400,MINNESOTA,LINCOLN
LYON,MN,27083,,,24410,MINNESOTA,LYON
MC LEOD,MN,27085,,,24420,MINNESOTA,MCLEOD
MAHNOMEN,MN,27087,,,24430,MINNESOTA,MAHNOMEN
MARSHALL,MN,27089,,,24440,MINNESOTA,MARSHALL
MARTIN,MN,27091,,,24450,MINNESOTA,MARTIN
MEEKER,MN,27093,,,24460,MINNESOTA,MEEKER
MILLE LACS,MN,27095,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",24470,MINNESOTA,MILLE LACS
MORRISON,MN,27097,,,24480,MINNESOTA,MORRISON
MOWER,MN,27099,,,24490,MINNESOTA,MOWER
MURRAY,MN,27101,,,24500,MINNESOTA,MURRAY
NICOLLET,MN,27103,31860.0,"Mankato, MN",24510,MINNESOTA,NICOLLET
NOBLES,MN,27105,,,24520,MINNESOTA,NOBLES
NORMAN,MN,27107,,,24530,MINNESOTA,NORMAN
OLMSTED,MN,27109,40340.0,"Rochester, MN",24540,MINNESOTA,OLMSTED
OTTER TAIL,MN,27111,,,24550,MINNESOTA,OTTER TAIL
PENNINGTON,MN,27113,,,24560,MINNESOTA,PENNINGTON
PINE,MN,27115,,,24570,MINNESOTA,PINE
PIPESTONE,MN,27117,,,24580,MINNESOTA,PIPESTONE
POLK,MN,27119,24220.0,"Grand Forks, ND-MN",24590,MINNESOTA,POLK
POPE,MN,27121,,,24600,MINNESOTA,POPE
RAMSEY,MN,27123,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",24610,MINNESOTA,RAMSEY
RED LAKE,MN,27125,,,24620,MINNESOTA,RED LAKE
REDWOOD,MN,27127,,,24630,MINNESOTA,REDWOOD
RENVILLE,MN,27129,,,24640,MINNESOTA,RENVILLE
RICE,MN,27131,,,24650,MINNESOTA,RICE
ROCK,MN,27133,,,24660,MINNESOTA,ROCK
ROSEAU,MN,27135,,,24670,MINNESOTA,ROSEAU
ST. LOUIS,MN,27137,20260.0,"Duluth, MN-WI",24680,MINNESOTA,ST. LOUIS
SCOTT,MN,27139,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",24690,MINNESOTA,SCOTT
SHERBURNE,MN,27141,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",24700,MINNESOTA,SHERBURNE
SIBLEY,MN,27143,,,24710,MINNESOTA,SIBLEY
STEARNS,MN,27145,41060.0,"St. Cloud, MN",24720,MINNESOTA,STEARNS
STEELE,MN,27147,,,24730,MINNESOTA,STEELE
STEVENS,MN,27149,,,24740,MINNESOTA,STEVENS
SWIFT,MN,27151,,,24750,MINNESOTA,SWIFT
TODD,MN,27153,,,24760,MINNESOTA,TODD
TRAVERSE,MN,27155,,,24770,MINNESOTA,TRAVERSE
WABASHA,MN,27157,40340.0,"Rochester, MN",24780,MINNESOTA,WABASHA
WADENA,MN,27159,,,24790,MINNESOTA,WADENA
WASECA,MN,27161,,,24800,MINNESOTA,WASECA
WASHINGTON,MN,27163,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",24810,MINNESOTA,WASHINGTON
WATONWAN,MN,27165,,,24820,MINNESOTA,WATONWAN
WILKIN,MN,27167,,,24830,MINNESOTA,WILKIN
WINONA,MN,27169,,,24840,MINNESOTA,WINONA
WRIGHT,MN,27171,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",24850,MINNESOTA,WRIGHT
YELLOW MEDCINE,MN,27173,,,24860,MINNESOTA,YELLOW MEDICINE
STATEWIDE,MN,27990,,,,,
ADAMS,MS,28001,,,25000,MISSISSIPPI,ADAMS
ALCORN,MS,28003,,,25010,MISSISSIPPI,ALCORN
AMITE,MS,28005,,,25020,MISSISSIPPI,AMITE
ATTALA,MS,28007,,,25030,MISSISSIPPI,ATTALA
BENTON,MS,28009,,,25040,MISSISSIPPI,BENTON
BOLIVAR,MS,28011,,,25050,MISSISSIPPI,BOLIVAR
CALHOUN,MS,28013,,,25060,MISSISSIPPI,CALHOUN
CARROLL,MS,28015,,,25070,MISSISSIPPI,CARROLL
CHICKASAW,MS,28017,,,25080,MISSISSIPPI,CHICKASAW
CHOCTAW,MS,28019,,,25090,MISSISSIPPI,CHOCTAW
CLAIBORNE,MS,28021,,,25100,MISSISSIPPI,CLAIBORNE
CLARKE,MS,28023,,,25110,MISSISSIPPI,CLARKE
CLAY,MS,28025,,,25120,MISSISSIPPI,CLAY
COAHOMA,MS,28027,,,25130,MISSISSIPPI,COAHOMA
COPIAH,MS,28029,27140.0,"Jackson, MS",25140,MISSISSIPPI,COPIAH
